segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-002-S0001,O006-PSU-002,Lesson01,,cb4ad503e340ebd1a921e3ed6dcbfc0a80660936d8bfc9d190f70694b9ccb51b,Lessons,,pending
O006-PSU-002-S0002,O006-PSU-002,Lesson01,,029fe576df8ec1d8a1a05259d7b860c407b070913d0690d1a2284182c9167522,Order Statistics,,pending
O006-PSU-002-S0003,O006-PSU-002,Lesson01,,029fe576df8ec1d8a1a05259d7b860c407b070913d0690d1a2284182c9167522,Order Statistics,,pending
O006-PSU-002-S0004,O006-PSU-002,Lesson01,,029fe576df8ec1d8a1a05259d7b860c407b070913d0690d1a2284182c9167522,Order Statistics,,pending
O006-PSU-002-S0005,O006-PSU-002,Lesson01,,d8ca72646f1af7943cb5a91006ad72433c3a615683bf850d97461a0c738864af,Probability Density Functions,,pending
O006-PSU-002-S0006,O006-PSU-002,Lesson01,overview,d4b1ea5708dd532930a85188b45aff6f0a3ed458500c7577e0127a538eb0d100,Overview,,pending
O006-PSU-002-S0007,O006-PSU-002,Lesson01,overview,6743071136bde792aacb207a6c0528d8b5e7192e9227aa16fac2a1fdf13c8e59,We typically don’t pay particular attention to the order of a set of random variables ,,pending
O006-PSU-002-S0008,O006-PSU-002,Lesson01,overview,d57eb8dae80a436eac6d0e532d522adcb6a00f54f66e8cf016524eba5f8adf60,". But, what if we did? Suppose, for example, we needed to know the probability that the third largest value was less than 72. Or, suppose we needed to know the 80th percentile of a random sample of heart rates. In either case, we’d need to know something about how the order of the data behaved. That is, we’d need to know something about the probability density function of the order statistics ",,pending
O006-PSU-002-S0009,O006-PSU-002,Lesson01,overview,bea9dd418d9cbbc12e9c430a6953a7069a4702f2a93fae6ae2e570430396e60b,. That’s what we’ll groove on in this lesson.,,pending
O006-PSU-002-S0010,O006-PSU-002,Lesson01,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,,pending
O006-PSU-002-S0011,O006-PSU-002,Lesson01,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:",,pending
O006-PSU-002-S0012,O006-PSU-002,Lesson01,objectives,914765c60469257d5e642f364bc51e63a8c8914522ab5190bbc2dfc39c88b58b,"Identify order statistics based on the definition,",,pending
O006-PSU-002-S0013,O006-PSU-002,Lesson01,objectives,d49b0513159700783803a34a975c3283c7d9062f5992a9a92462f1183d12b2be,Derive the probability density function of the ,,pending
O006-PSU-002-S0014,O006-PSU-002,Lesson01,objectives,e510ed870366a53c5c83e73059661d5bf81cab8c3c0042a9b80823cc2eb05950," order statistic, and",,pending
O006-PSU-002-S0015,O006-PSU-002,Lesson01,objectives,a9b11f25b23ae095472f86fec1d758838075458ac6eef4f294456e5716c7700f,Derive the cumulative distribution function of the ,,pending
O006-PSU-002-S0016,O006-PSU-002,Lesson01,objectives,128ff75c9ed1f3f482aced6a3efa6e04645753dd4dcf73c7940178b11f2f6493, order statistic.,,pending
O006-PSU-002-S0017,O006-PSU-002,Lesson01,the-basics,a616f869e1025ae47f3f992dcb3cfea823bf770dc83304148176f1edb9885f18, The Basics,,pending
O006-PSU-002-S0018,O006-PSU-002,Lesson01,the-basics,6972fd604388d6727dcf37e55ef0005ae46fb981874d424c46f462a675e06e8b,Example 1.1,,pending
O006-PSU-002-S0019,O006-PSU-002,Lesson01,the-basics,912562158fd0e63094f038ddacc89a7cabb02d74e1380afd490071dff9ff6100, Let’s motivate the definition of a set of order statistics by way of a simple example.,,pending
O006-PSU-002-S0020,O006-PSU-002,Lesson01,the-basics,1e3bfd733773bda617129a06759fa93d20f4799cab2a3fc14d44cfcb69e43da3,Suppose a random sample of five rats yields the following weights (in grams):,,pending
O006-PSU-002-S0021,O006-PSU-002,Lesson01,the-basics,0cc9218e453bd7aa52556a9ec6c5f7f711096d4f3523c67d6e614ead1516bbe1,What are the observed order statistics of this set of data?,,pending
O006-PSU-002-S0022,O006-PSU-002,Lesson01,solution,22927695994eab589c7601a6b15df4d9dc67c5aceb9a74cdb965444b9b8362a6,Solution,,pending
O006-PSU-002-S0023,O006-PSU-002,Lesson01,solution,3ab494c137072a5fdc2aafd583d0d71597a189b0b54b50372eaaf59d02be82a6,"Well, without even knowing the formal definition of an order statistic, we probably don’t need a rocket scientist to tell us that, to find the order statistics, we should probably arrange the data in increasing numerical order. Doing so, the observed order statistics are:",,pending
O006-PSU-002-S0024,O006-PSU-002,Lesson01,solution,21b55ceb50e1069c349be96d4f80461f417edb87d092ea90923dbeafcf529573," The only thing that might have tripped us up a bit in such a trivial example is if two of the rats had shared the same weight, as observing ties is certainly a possibility. We’ll wash our hands of the likelihood of that happening, though, by making an assumption that will hold throughout this lesson… and beyond. ",,pending
O006-PSU-002-S0025,O006-PSU-002,Lesson01,solution,6016db721d269fbba198430a13b56a381942964c284f18eeef6d9915a1a573a2,"We will assume that the n independent observations come from a continuous distribution, thereby making the probability zero that any two observations are equal.",,pending
O006-PSU-002-S0026,O006-PSU-002,Lesson01,solution,9e8025529fd3893a5b25150c049f1f386a18da801964c8a8fa06f93335a3891c," Of course, ties are still possible in practice. Making the assumption, though, that there is a near zero chance of a tie happening allows us to develop the distribution theory of order statistics that holds at least approximately even in the presence of ties. That said, let’s now formally define a set of order statistics.",,pending
O006-PSU-002-S0027,O006-PSU-002,Lesson01,the-basics,c737c780929592e893ab7ed4a5092fd9c4c50592d778e202fee63da6bcabd90d,Def. 1.1 (Order Statistics),,pending
O006-PSU-002-S0028,O006-PSU-002,Lesson01,the-basics,9b3640a69f29c29f339a62d0fb0e3b08a28f68d5d5c2c807d653b476de45f386, If ,,pending
O006-PSU-002-S0029,O006-PSU-002,Lesson01,the-basics,e79d9c9864320f2f41c185e12bef56835018a1085ab610efccd748e5f5232e67, are observations of a random sample of size ,,pending
O006-PSU-002-S0030,O006-PSU-002,Lesson01,the-basics,d86460493e2d67ef11ccc7af3b5171a09f6f2e57ccdb0ce4fda69c6e33d41770," from a continuous distribution, we let the random variables:",,pending
O006-PSU-002-S0031,O006-PSU-002,Lesson01,the-basics,1245a97a934e6683657de76ae76810b2cd2c176fdfa2441b44db195323200ce8,"denote the order statistics of the sample, with:",,pending
O006-PSU-002-S0032,O006-PSU-002,Lesson01,the-basics,ccd273df33f0f02e55ffa67fbce59cdf4a99ad83d96400cb92ad6a70772b9667, being the smallest of the ,,pending
O006-PSU-002-S0033,O006-PSU-002,Lesson01,the-basics,df6e1fc53951535b80100c6fa446d3fbdbb1f31e31b0fb60f75f52ba2d3dbdea, observations,,pending
O006-PSU-002-S0034,O006-PSU-002,Lesson01,the-basics,d3fa2b2dbe13915390d77d26458760dbb6ea72e91e752c3889b53621f49fa88a, being the second smallest of the ,,pending
O006-PSU-002-S0035,O006-PSU-002,Lesson01,the-basics,df6e1fc53951535b80100c6fa446d3fbdbb1f31e31b0fb60f75f52ba2d3dbdea, observations,,pending
O006-PSU-002-S0036,O006-PSU-002,Lesson01,the-basics,bb1cf1642e6b2e347ae2742bf8e8970ebe06cf713ae5db3a07c369fb081aab2b, being the next-to-largest of the ,,pending
O006-PSU-002-S0037,O006-PSU-002,Lesson01,the-basics,df6e1fc53951535b80100c6fa446d3fbdbb1f31e31b0fb60f75f52ba2d3dbdea, observations,,pending
O006-PSU-002-S0038,O006-PSU-002,Lesson01,the-basics,e4ea25b6f4d953dee6cd85a93a3695970678b891f26d96ddd560558ca589d75c, being the largest of the ,,pending
O006-PSU-002-S0039,O006-PSU-002,Lesson01,the-basics,df6e1fc53951535b80100c6fa446d3fbdbb1f31e31b0fb60f75f52ba2d3dbdea, observations,,pending
O006-PSU-002-S0040,O006-PSU-002,Lesson01,the-basics,a60f4f09da4790ccb9162c165365ade73515bdf4cbc3ad21f879686202979cb7,"Now, what we want to do is work our way up to find the probability density function of any of the ",,pending
O006-PSU-002-S0041,O006-PSU-002,Lesson01,the-basics,3eb6f324f87f1f522ae831eddc9e2b60ffe678fd16b6e8e76fe17709eee8656a," order statistics, the ",,pending
O006-PSU-002-S0042,O006-PSU-002,Lesson01,the-basics,7dda23ecb3e6b93b9b0be9c232de11973ee9f3b6f114accb53caa0837f78703e, order statistic ,,pending
O006-PSU-002-S0043,O006-PSU-002,Lesson01,the-basics,9bafc6bc3c6325513ca4fa9ccfbbd98886514cb1829e779c757e63756615ab9d,". That way, we’d know how the order statistics behave and therefore could use that knowledge to draw conclusions about something like the fastest automobile in a race or the heaviest mouse on a certain diet. In finding the probability density function, we’ll use the distribution function technique to do so. It’s probably been a mighty bit since we used the technique, so in case you need a reminder, our strategy will be to first find the distribution function ",,pending
O006-PSU-002-S0044,O006-PSU-002,Lesson01,the-basics,a138f78c3191995b5c688d9516bd09fa2af80a3b3730dbbf0ded262c6233ed56, of the ,,pending
O006-PSU-002-S0045,O006-PSU-002,Lesson01,the-basics,0b6ccfe61e686b952329c6ba2e4edc4b82d07d5dec0f802abf41ee6e7cd9e40a, order statistic and then take its derivative to find the probability density function ,,pending
O006-PSU-002-S0046,O006-PSU-002,Lesson01,the-basics,a138f78c3191995b5c688d9516bd09fa2af80a3b3730dbbf0ded262c6233ed56, of the ,,pending
O006-PSU-002-S0047,O006-PSU-002,Lesson01,the-basics,ccd91c61a21bcd731468d81e9f8c0e92a6b9d455aae0c4db123cef9220a8890e," order statistic. We’re getting a little bit ahead of ourselves though. That’s what we’ll do on the next page. To make our work there more understandable, let’s first take a look at a concrete example here.",,pending
O006-PSU-002-S0048,O006-PSU-002,Lesson01,the-basics,682efc85e56bffb913c828847982896b1b78625caadcfaf3d9419cb62163cc2a,Example 1.2,,pending
O006-PSU-002-S0049,O006-PSU-002,Lesson01,the-basics,c99daa81da9a1194c3f4d33c7020a3736d3fa7de6904b5d7f1bd07ecffaf45cb, Let ,,pending
O006-PSU-002-S0050,O006-PSU-002,Lesson01,the-basics,de467af739c0b0731184b5bed7d928c1cb0fafb8926726416ced4a1cdd142b19, be the order statistics associated with ,,pending
O006-PSU-002-S0051,O006-PSU-002,Lesson01,the-basics,814909e43f57f4bf3855a5ccab332fbc8a8763c8bcee3657e7e9b535b6abb909, independent observations each from the distribution with probability density function:,,pending
O006-PSU-002-S0052,O006-PSU-002,Lesson01,the-basics,21f4c696f93fb96f5f71545f752d435f4a46341ea57dc4558b6c2795bd97604d,for ,,pending
O006-PSU-002-S0053,O006-PSU-002,Lesson01,the-basics,8ff27c6a1cfbdb48b08bbaaae89bf5524de5e95afafce63906ec59044acfff96,"What is the probability that the next-to-largest order statistic, that is,",,pending
O006-PSU-002-S0054,O006-PSU-002,Lesson01,the-basics,3c669ccc8d4833c086d720241d3fb21f8ef4f6595d338e106da351ff8183c49f,", is less than 1? That is, what is ",,pending
O006-PSU-002-S0055,O006-PSU-002,Lesson01,the-basics,22927695994eab589c7601a6b15df4d9dc67c5aceb9a74cdb965444b9b8362a6,Solution,,pending
O006-PSU-002-S0056,O006-PSU-002,Lesson01,the-basics,f463dceb19261950f59cdd3a0b99f559418c4069a260b92e641b8ac1e7ca8211,"The key to finding the desired probability is to recognize that the only way that the fifth order statistic, ",,pending
O006-PSU-002-S0057,O006-PSU-002,Lesson01,the-basics,7dfdab83d9f4203575671e846aa779f24f3be6b24bef8d962046a59483a8a55a,", would be less than one is if at least 5 of the random variables ",,pending
O006-PSU-002-S0058,O006-PSU-002,Lesson01,the-basics,83080dc4478dfe59bdc5da4d6d3a553e230d198b52806741743dd17902da1af3," are less than one. For the sake of simplicity, let’s suppose the first five observed values ",,pending
O006-PSU-002-S0059,O006-PSU-002,Lesson01,the-basics,cb2af0774110e45f178d22fb0f195a27d7420f547c07de44de5c746f19abc9a8," are less than one, but the sixth ",,pending
O006-PSU-002-S0060,O006-PSU-002,Lesson01,the-basics,1fd5ecd8df5e142c852bf8097d7cbefa0193c3a65c9dc8175d0b7564cab65cd8," is not. In that case, the observed fifth-order statistic, ",,pending
O006-PSU-002-S0061,O006-PSU-002,Lesson01,the-basics,d4677ba83dee4a77fa9b5a9d16aeaa5b60994a56193ef1897349acaa81a35300,", would be less than one:",,pending
